"species_code","scientific_name","common_name","is_resident","breeding_quality","breeding_start","breeding_end","nonbreeding_quality","nonbreeding_start","nonbreeding_end","postbreeding_migration_quality","postbreeding_migration_start","postbreeding_migration_end","prebreeding_migration_quality","prebreeding_migration_start","prebreeding_migration_end","resident_quality","resident_start","resident_end","has_trends","trends_season","trends_region","trends_start_year","trends_end_year","trends_start_date","trends_end_date","rsquared","beta0"
"bkbwoo","Picoides arcticus","Black-backed Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"04-19","06-21",0.586977473508897,0.899977110322268
"bkcchi","Poecile atricapillus","Black-capped Chickadee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"12-06","03-01",0.915860306114014,0.0479965544183397
"bkchum","Archilochus alexandri","Black-chinned Hummingbird",FALSE,"3",2022-05-31,2022-07-19,"3",2022-11-29,2022-02-15,"3",2022-07-26,2022-11-22,"3",2022-02-22,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","07-19",0.837531298154275,-0.0209710964781111
"bkcspa","Spizella atrogularis","Black-chinned Sparrow",FALSE,"3",2022-05-10,2022-08-09,"3",2022-10-25,2022-02-15,"3",2022-08-16,2022-10-18,"3",2022-02-22,2022-05-03,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-10","08-09",0.761939635076166,0.102796870622307
"bkcvir1","Vireo atricapilla","Black-capped Vireo",FALSE,"3",2022-06-07,2022-07-05,"2",2022-12-20,2022-01-25,"1",2022-09-13,2022-10-11,"2",2022-03-15,2022-04-12,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-05",0.58196885666727,0.126889566447712
"bkfcus1","Coracina novaehollandiae","Black-faced Cuckooshrike",FALSE,"3",2022-10-18,2022-03-08,"2",2022-06-07,2022-08-09,"2",2022-03-15,2022-05-31,"2",2022-08-16,2022-10-11,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"bkhgro","Pheucticus melanocephalus","Black-headed Grosbeak",FALSE,"3",2022-06-21,2022-07-05,"3",2022-11-01,2022-03-22,"3",2022-07-12,2022-10-25,"3",2022-03-29,2022-06-14,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-21","07-05",0.878377537951505,-0.111267018295793
"bkhpar","Aratinga nenday","Nanday Parakeet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"bknsti","Himantopus mexicanus","Black-necked Stilt",FALSE,"3",2022-05-31,2022-07-05,"3",2022-11-29,2022-03-01,"3",2022-07-12,2022-11-22,"3",2022-03-08,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","07-05",0.738631959210417,0.198570768064236
"bkpwar","Setophaga striata","Blackpoll Warbler",FALSE,"3",2022-06-21,2022-07-26,"3",2022-12-20,2022-04-05,"3",2022-08-02,2022-12-13,"3",2022-04-12,2022-06-14,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-21","07-26",0.773406024816876,0.723420986443241
"bkrfin","Leucosticte atrata","Black Rosy-Finch",FALSE,"2",2022-05-24,2022-08-23,"2",2022-10-11,2022-03-22,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"bkrfla1","Dinopium benghalense","Black-rumped Flameback",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","india_se_asia",2015,2022,"01-18","08-30",0.858943550917659,-0.147694899359057
"bktgna","Polioptila melanura","Black-tailed Gnatcatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"11-15","03-15",0.847415204015486,-0.692889663173553
"bktspa","Amphispiza bilineata","Black-throated Sparrow",FALSE,"3",2022-05-31,2022-07-19,"3",2022-10-18,2022-02-15,"3",2022-07-26,2022-10-11,"3",2022-02-22,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","07-19",0.84316809407572,0.621086900906326
"bkvshe","Puffinus opisthomelas","Black-vented Shearwater",FALSE,"1",2022-04-05,2022-07-19,"2",2022-11-15,2022-01-18,"2",2022-08-23,2022-11-08,"0",NA,NA,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"11-15","01-18",0.739979197771391,-0.811501985500711
"bkwvir","Vireo altiloquus","Black-whiskered Vireo",FALSE,"3",2022-05-03,2022-08-09,"1",2022-11-29,2022-02-01,"3",2022-08-16,2022-11-22,"3",2022-02-08,2022-04-26,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-03","08-09",0.767308554140989,-0.425919594061129
"blabul1","Hypsipetes leucocephalus","Black Bulbul",FALSE,"2",2022-06-07,2022-08-23,"2",2022-11-08,2022-01-11,"2",2022-08-30,2022-11-01,"2",2022-03-29,2022-05-31,NA,NA,NA,TRUE,"breeding","taiwan",2012,2022,"06-07","08-23",0.875146465706821,-0.199725435233319
"blacur2","Strepera fuliginosa","Black Currawong",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blahon1","Sugomel nigrum","Black Honeyeater",FALSE,"2",2022-07-19,2022-11-01,"2",2022-01-25,2022-03-29,"1",2022-11-08,2022-01-18,"1",2022-04-05,2022-07-12,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blakit1","Milvus migrans","Black Kite",FALSE,"2",2022-06-14,2022-07-26,"2",2022-12-06,2022-01-25,"2",2022-08-02,2022-11-29,"2",2022-02-01,2022-06-07,NA,NA,NA,TRUE,"nonbreeding","india_se_asia",2014,2021,"12-06","01-25",0.609015743567366,0.217682853041656
"blaplo1","Vanellus armatus","Blacksmith Lapwing",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blared1","Phoenicurus ochruros","Black Redstart",FALSE,"2",2022-05-17,2022-09-06,"2",2022-12-06,2022-02-22,"2",2022-09-13,2022-11-29,"2",2022-03-01,2022-05-10,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blbgul1","Chroicocephalus bulleri","Black-billed Gull",FALSE,"3",2022-09-06,2022-02-22,"3",2022-03-01,2022-08-30,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blbpuf2","Dryoscopus cubla","Black-backed Puffback",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-06-28,2022-08-23,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blcjay1","Cyanocorax affinis","Black-chested Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"08-30","12-27",0.682863044308558,-0.0622293577046368
"blcsis2","Spinus barbatus","Black-chinned Siskin",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"05-24","09-20",0.783085574962976,0.522014970223923
"blctan1","Stilpnia heinei","Black-capped Tanager",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blctit4","Baeolophus atricristatus","Black-crested Titmouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-08","05-31",0.886858185540029,0.0681001083557972
"blfdot1","Charadrius melanops","Black-fronted Dotterel",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"07-12","11-01",0.823768668388828,0.517890328542248
"blfhon1","Entomyzon cyanotis","Blue-faced Honeyeater",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blfmon1","Monarcha melanopsis","Black-faced Monarch",FALSE,"3",2022-11-08,2022-02-15,"2",2022-07-12,2022-08-30,"2",2022-02-22,2022-04-19,"3",2022-09-06,2022-11-01,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blfter1","Chlidonias albostriatus","Black-fronted Tern",FALSE,"3",2022-09-20,2022-12-27,"0",NA,NA,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blfwoo1","Artamus cinereus","Black-faced Woodswallow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-28,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blhhon1","Melithreptus affinis","Black-headed Honeyeater",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blhpar1","Pionus menstruus","Blue-headed Parrot",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"08-30","12-20",0.736538892184814,0.772717902977315
"blhsal1","Saltator atriceps","Black-headed Saltator",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blhtro1","Trogon melanocephalus","Black-headed Trogon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blkflo1","Diglossa humeralis","Black Flowerpiercer",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"07-19","11-29",0.616362106101391,0.00371626289722051
"blkoys","Haematopus bachmani","Black Oystercatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-07-05,2022-04-26,TRUE,"resident","north_america",2012,2022,"02-01","05-17",0.766772439682875,0.510202909831667
"blkpho","Sayornis nigricans","Black Phoebe",FALSE,"3",2022-04-05,2022-08-30,"3",2022-10-18,2022-02-08,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-05","08-30",0.913938754459736,0.00759393695424604
"blksco2","Melanitta americana","Black Scoter",FALSE,"2",2022-06-14,2022-08-02,"2",2022-11-29,2022-03-08,"3",2022-08-09,2022-11-22,"3",2022-03-15,2022-06-07,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"11-29","03-08",0.585034772326844,1.0833659019851
"blkski","Rynchops niger","Black Skimmer",FALSE,"3",2022-06-07,2022-08-02,"3",2022-12-27,2022-03-22,"3",2022-08-09,2022-12-20,"3",2022-03-29,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","08-02",0.690141973581803,0.365887136636706
"blkswa","Cygnus atratus","Black Swan",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blkswi","Cypseloides niger","Black Swift",FALSE,"2",2022-06-14,2022-07-19,"0",NA,NA,"2",2022-07-26,2022-11-15,"2",2022-02-08,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","07-19",0.673241312228557,0.583260468631141
"blkter","Chlidonias niger","Black Tern",FALSE,"2",2022-06-07,2022-06-28,"2",2022-11-15,2022-03-01,"3",2022-07-05,2022-11-08,"3",2022-03-08,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","06-28",0.754634145285856,0.438356517472249
"blktur","Arenaria melanocephala","Black Turnstone",FALSE,"3",2022-05-31,2022-06-21,"3",2022-11-22,2022-04-05,"3",2022-06-28,2022-11-15,"3",2022-04-12,2022-05-24,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"11-22","04-05",0.775458534007781,1.02060705833065
"blkvul","Coragyps atratus","Black Vulture",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-04","05-10",0.861556036000789,0.052855995178177
"blnswa2","Cygnus melancoryphus","Black-necked Swan",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blrwar1","Acrocephalus dumetorum","Blyth's Reed Warbler",FALSE,"2",2022-06-28,2022-07-12,"2",2022-11-01,2022-03-29,"2",2022-07-19,2022-10-25,"2",2022-04-05,2022-06-21,NA,NA,NA,TRUE,"nonbreeding","india_se_asia",2014,2021,"11-01","03-29",0.848659912872005,0.182281247378791
"blttit2","Aegithalos concinnus","Black-throated Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","taiwan",2012,2022,"01-04","04-26",0.521680743446212,2.78001726046555
"blubun","Cyanocompsa parellina","Blue Bunting",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-06-07,2022-12-27,TRUE,"resident","north_america",2011,2021,"11-15","05-10",0.776816298461738,-0.14899778335296
"bluduc1","Hymenolaimus malacorhynchos","Blue Duck",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"blueth","Luscinia svecica","Bluethroat",FALSE,"2",2022-06-07,2022-07-12,"2",2022-12-06,2022-02-08,"2",2022-07-19,2022-11-29,"2",2022-02-15,2022-05-31,NA,NA,NA,TRUE,"nonbreeding","india_se_asia",2014,2021,"12-06","02-08",0.623628983981557,0.297841223494079
"blugrb1","Passerina caerulea","Blue Grosbeak",FALSE,"3",2022-06-07,2022-08-09,"3",2022-11-22,2022-02-15,"3",2022-08-16,2022-11-15,"3",2022-02-22,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","08-09",0.862394153212938,0.0619994362094988
"blujay","Cyanocitta cristata","Blue Jay",FALSE,"3",2022-06-07,2022-08-02,"3",2022-11-22,2022-03-29,"3",2022-08-09,2022-11-15,"3",2022-04-05,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","08-02",0.835603164726613,-0.148850862767019
"blumoc","Melanotis caerulescens","Blue Mockingbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-04","04-05",0.820272161810734,-0.00328556997704053
"blutit","Cyanistes caeruleus","Eurasian Blue Tit",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","iberia",2013,2021,"12-13","04-26",0.842776649524039,0.0815119072557307
"blwpar3","Neophema chrysostoma","Blue-winged Parrot",FALSE,"2",2022-11-22,2022-02-01,"0",NA,NA,"1",2022-02-08,2022-04-26,"1",2022-10-18,2022-11-15,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"bncfly","Myiarchus tyrannulus","Brown-crested Flycatcher",FALSE,"3",2022-05-10,2022-07-19,"3",2022-10-11,2022-02-22,"2",2022-09-06,2022-10-04,"3",2022-03-01,2022-04-26,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-10","07-19",0.845346702655153,0.280222885632
"bncwoo3","Yungipicus nanus","Brown-capped Pygmy Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"bnhcow","Molothrus ater","Brown-headed Cowbird",FALSE,"3",2022-05-24,2022-06-28,"3",2022-12-06,2022-02-08,"3",2022-07-05,2022-11-29,"3",2022-02-15,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","06-28",0.896789823093113,0.211737244360779
"bnhnut","Sitta pusilla","Brown-headed Nuthatch",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-04","04-26",0.825624917464572,0.0897319756311865
"boboli","Dolichonyx oryzivorus","Bobolink",FALSE,"3",2022-06-07,2022-07-12,"3",2022-12-27,2022-03-22,"2",2022-07-19,2022-12-20,"2",2022-03-29,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-12",0.910628870472773,0.225419897689035
"bohwax","Bombycilla garrulus","Bohemian Waxwing",FALSE,"2",2022-05-24,2022-08-30,"2",2022-12-20,2022-02-15,"2",2022-09-06,2022-12-13,"2",2022-02-22,2022-05-17,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-20","02-15",0.852894712060911,0.21585203876499
"bongul","Chroicocephalus philadelphia","Bonaparte's Gull",FALSE,"3",2022-06-07,2022-06-21,"3",2022-12-20,2022-02-08,"3",2022-08-09,2022-12-13,"3",2022-02-15,2022-05-31,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-20","02-08",0.565026046033126,1.23943308492298
"booeag1","Hieraaetus pennatus","Booted Eagle",FALSE,"2",2022-05-10,2022-08-30,"2",2022-12-27,2022-02-01,"2",2022-09-06,2022-12-20,"2",2022-02-08,2022-05-03,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"borchi2","Poecile hudsonicus","Boreal Chickadee",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"04-12","06-14",0.742970266259233,-0.0570844580539452
"botgra","Quiscalus major","Boat-tailed Grackle",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-11","04-19",0.85156861009555,-0.0615307509861553
"bracor","Urile penicillatus","Brandt's Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"07-05","09-13",0.753674038631651,0.245863139719268
"brant","Branta bernicla","Brant",FALSE,"2",2022-06-14,2022-07-12,"2",2022-12-06,2022-02-08,"2",2022-08-23,2022-11-29,"2",2022-02-15,2022-06-07,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-06","02-08",0.569045787851744,0.502296361580204
"brasta1","Sturnia pagodarum","Brahminy Starling",FALSE,"2",2022-05-03,2022-08-30,"2",2022-10-25,2022-03-01,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","india_se_asia",2015,2022,"05-03","08-30",0.794739387460792,0.274982702141061
"bratea1","Amazonetta brasiliensis","Brazilian Teal",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","south_america",2014,2021,"12-13","03-01",0.707755559615487,0.546124909643963
"brbhum","Cynanthus latirostris","Broad-billed Hummingbird",FALSE,"3",2022-05-24,2022-07-26,"3",2022-11-08,2022-02-15,"3",2022-08-02,2022-11-01,"3",2022-02-22,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","07-26",0.782254128153922,0.490793009882201
"brbsol1","Myadestes occidentalis","Brown-backed Solitaire",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-11","05-31",0.835159188074855,-0.0933238369838277
"brcdov1","Macropygia phasianella","Brown Cuckoo-Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"brcmar1","Progne tapera","Brown-chested Martin",FALSE,"2",2022-12-13,2022-02-22,"3",2022-06-14,2022-08-02,"3",2022-03-01,2022-06-07,"3",2022-08-09,2022-12-06,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"12-13","02-22",0.660419176057679,1.29923158647685
"brdowl","Strix varia","Barred Owl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-11","05-03",0.810450660002812,0.507179546607519
"brebla","Euphagus cyanocephalus","Brewer's Blackbird",FALSE,"3",2022-05-24,2022-08-23,"3",2022-12-20,2022-02-01,"3",2022-08-30,2022-12-13,"3",2022-02-08,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","08-23",0.877909996882191,0.470837406642456
"brebul1","Hypsipetes amaurotis","Brown-eared Bulbul",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","japan",2016,2022,"08-30","12-27",0.800433975792432,0.892510346577817
"brespa","Spizella breweri","Brewer's Sparrow",FALSE,"3",2022-06-14,2022-07-12,"3",2022-11-08,2022-03-01,"3",2022-07-19,2022-11-01,"3",2022-03-08,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","07-12",0.854892021241374,0.00115509861539697
"brhpar1","Pyrilia haematotis","Brown-hooded Parrot",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"09-06","03-15",0.848186686411465,0.997690200395009
"britit","Baeolophus wollweberi","Bridled Titmouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-08","05-31",0.863864242117234,0.160422838753198
"brncre","Certhia americana","Brown Creeper",FALSE,"3",2022-05-17,2022-09-06,"3",2022-12-13,2022-03-01,"3",2022-09-13,2022-12-06,"3",2022-03-08,2022-05-10,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","09-06",0.819158925329634,0.707548778664539
"brnjay","Psilorhinus morio","Brown Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"11-29","03-15",0.867806864745277,0.0736514943830057
"brnowl","Tyto alba","Barn Owl",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-22","05-10",0.802738624694297,1.05191107117656
"brnpel","Pelecanus occidentalis","Brown Pelican",FALSE,"3",2022-05-10,2022-06-28,"3",2022-12-13,2022-03-01,"3",2022-07-05,2022-12-06,"3",2022-03-08,2022-05-03,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-10","06-28",0.795884779218494,0.364995747699582
"brnshr","Lanius cristatus","Brown Shrike",FALSE,"2",2022-06-21,2022-07-26,"3",2022-11-29,2022-03-29,"2",2022-08-02,2022-11-22,"2",2022-04-05,2022-06-14,NA,NA,NA,TRUE,"nonbreeding","india_se_asia",2014,2021,"11-29","03-29",0.835034605601247,0.20042429440264
"brnthr","Toxostoma rufum","Brown Thrasher",FALSE,"3",2022-05-31,2022-08-30,"3",2022-11-15,2022-03-01,"3",2022-09-06,2022-11-08,"3",2022-03-08,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","08-30",0.916170284809398,-0.162700695431238
"brocow","Molothrus aeneus","Bronzed Cowbird",FALSE,"3",2022-05-17,2022-07-19,"3",2022-09-06,2022-03-01,"3",2022-07-26,2022-08-30,"3",2022-03-08,2022-05-10,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","07-19",0.815812597545433,-0.104286619627375
"brofal1","Falco berigora","Brown Falcon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"04-05","09-27",0.867634396984458,0.244960269376199
"broger1","Gerygone mouki","Brown Gerygone",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"brogos1","Accipiter fasciatus","Brown Goshawk",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"07-12","09-20",0.736073228896086,0.982210409871824
"brohon1","Lichmera indistincta","Brown Honeyeater",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"brolga1","Antigone rubicunda","Brolga",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"broqua1","Synoicus ypsilophorus","Brown Quail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2013,2021,"08-30","02-15",0.683054873494109,0.546525669971483
"brotho1","Acanthiza pusilla","Brown Thornbill",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"06-07","08-30",0.821391218831049,0.253254135936953
"brotin1","Crypturellus obsoletus","Brown Tinamou",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"brotre2","Climacteris picumnus","Brown Treecreeper",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"brtcur","Numenius tahitiensis","Bristle-thighed Curlew",FALSE,"2",2022-06-07,2022-07-19,"0",NA,NA,"0",NA,NA,"1",2022-03-15,2022-05-31,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"brthum","Selasphorus platycercus","Broad-tailed Hummingbird",FALSE,"3",2022-05-31,2022-07-12,"3",2022-11-08,2022-01-25,"3",2022-07-19,2022-11-01,"3",2022-02-01,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","07-12",0.824257859948571,0.149637041400606
"brucuc1","Cacomantis variolosus","Brush Cuckoo",FALSE,"2",2022-10-25,2022-02-01,"2",2022-04-26,2022-06-07,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
